property_name,property_id,breadcrumbs,price,image_url,description,seller_name,location,property_type,bathroom,bedroom
Karparambu Krishnan Nair road 2 BHK apartment first floor for rent,1774544814,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Karaparamba', 'Karparambu Krishnan Nair road 2 BHK apartment first floor for rent']","{'amount': '10,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/33k2yjq0rgtu1-IN/image;s=850x0,Karparamba Krishna Nair Road 2BHK Apartment 1st floor for rent ,96456575I6,"Karaparamba, Kozhikode, Kerala",Apartments,0,2
Very neat and clean house for only family,1774425634,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Arayedathupalam', 'Very neat and clean house for only family']","{'amount': '15,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/utvhtbr355jq1-IN/image;s=850x0,House only for rent,OLX User,"Arayedathupalam, Kozhikode, Kerala",Houses & Villas,2,2
3BHK fully furnished home for rent,1763118484,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thadambattuthazham', '3BHK fully furnished home for rent']","{'amount': '26,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/6f5wh81onb743-IN/image;s=850x0,"For rent: Fully furnished 3-bedroom, 2-bathroom house, perfect for families. Features spacious living areas, modern kitchen with appliances, cozy bedrooms, and a backyard for outdoor enjoyment. Conveniently located near schools, parks, and shopping centers.",Gopalakrishnan PV,"Thadambattuthazham, Kozhikode, Kerala",Houses & Villas,3,3
Individual Villa for Rent Chalakunne Kannur,1774081169,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kannur', 'For Rent: Houses & Apartments in Chalakkunnu', 'Individual Villa for Rent Chalakunne Kannur']","{'amount': '22,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/pryyfqh5ncna1-IN/image;s=850x0,"Individual Villa for rent nearby Aster Mims and Baby Memorial hospital (2km),Chalakunne Kannur",Santhosh nambiar ,"Chalakkunnu, Kannur, Kerala",Houses & Villas,4+,4
House for family,1774895439,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in St Vincent Colony', 'House for family']","{'amount': '20,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/r8dp6vi3hrbi1-IN/image;s=850x0,Upstair home,Jolly jerome,"St Vincent Colony, Kozhikode, Kerala",Houses & Villas,2,2
2 BHK Rental Flat,1775523148,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Mankavu', '2 BHK Rental Flat']","{'amount': '13,500', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/v07hpz8gyuya3-IN/image;s=850x0,"2 BHK Apartment- 500 meters from Mankave  Junction, 1km from upcoming Lulu Mall",VINAYAKUMAR,"Mankavu, Kozhikode, Kerala",Apartments,2,2
"New Villa with Fully Furnished for Family, Clinic, Offices, Nursery",1775119210,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Medical College Housing Colony', 'New Villa with Fully Furnished for Family, Clinic, Offices, Nursery']","{'amount': '45,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/dzc2fnzrdfkz-IN/image;s=850x0,"New Villa with Fully Furnished for Family, Clinic, Offices, Nursery School etc ",User,"Medical College Housing Colony, Kozhikode, Kerala",Houses & Villas,4,4
Rantal furnished apartment Nadakavu 2 BHK full furnished Rent ₹17000/-,1774439878,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in East Nadakkavu', 'Rantal furnished apartment Nadakavu 2 BHK full furnished Rent ₹17000/-']","{'amount': '17,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/1mv6frmbrz6r1-IN/image;s=850x0,Kozhikode East Nadakavu PM kutty Road full furnished rental apartment 2 bedroom attached (with A/c) second floor common car parking rent 17000/- Advance 75000/-,Sunilkumar,"East Nadakkavu, Kozhikode, Kerala",Apartments,2,2
individual  furnished house for rent,1769806604,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Thrissur', 'For Rent: Houses & Apartments in Arimpur', 'individual  furnished house for rent']","{'amount': '13,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/pi4rhu7pxn8q-IN/image;s=850x0,Individual House,muraleedharan,"Arimpur, Thrissur, Kerala",Houses & Villas,2,2
Kozhikode nr presentation school chevayoor,1774613045,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Chevayur', 'Kozhikode nr presentation school chevayoor']","{'amount': '13,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/tdc179gw6ccz1-IN/image;s=850x0,Thazhe bhagham. 200 metre from bus stop,SN Realestate,"Chevayur, Kozhikode, Kerala",Houses & Villas,1,2
2bhk apertment near chevayur,1775457094,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Chevayur', '2bhk apertment near chevayur']","{'amount': '20,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/6plkmsce1ixn2-IN/image;s=850x0,2 bhk apartment for rent near chevayur.,All Rentals,"Chevayur, Kozhikode, Kerala",Apartments,0,2
2 bhk house second floor for rent in kallai #8K,1710012762,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Kallai', '2 bhk house second floor for rent in kallai #8K']","{'amount': '12,500', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/2rf7odj3brc31-IN/image;s=850x0,"2 bhk house second floor for rent in kallai, 25k  pay as returnable deposit*suitable for bachelor's..per head 2500..6 students",vishnu prasad,"Kallai, Kozhikode, Kerala",Houses & Villas,1,2
Luxury 3bhk fully furnished flat for rent near metro hospital,1705651054,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'Luxury 3bhk fully furnished flat for rent near metro hospital']","{'amount': '35,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/dbwqhjzwxnqp-IN/image;s=850x0,Luxury 3bhk fully furnished flat for rent near metro hospital.,PN PROPERTIES,"Thondayad, Kozhikode, Kerala",Apartments,3,3
2bhk fully furnished flat for rent at Thondayad bypass,1624513380,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '2bhk fully furnished flat for rent at Thondayad bypass']","{'amount': '29,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/qm90nrqdfmts2-IN/image;s=850x0,Near Hilite mall,FAISAL,"Thondayad, Kozhikode, Kerala",Apartments,3,2
1bhk fully furnished flat for rent at Thondayad bypass,1637172191,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '1bhk fully furnished flat for rent at Thondayad bypass']","{'amount': '22,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/3njvw1udaavc2-IN/image;s=850x0,1bhk fully furnished flat for rent at Thondayad bypass,FAISAL,"Thondayad, Kozhikode, Kerala",Apartments,1,1
"P-00055: Apartment For Rent In Malaparamba, Kozhikode",1775268497,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Malaparamba', 'P-00055: Apartment For Rent In Malaparamba, Kozhikode']","{'amount': '25,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/ixq020vmdofd2-IN/image;s=850x0,P-00055 : ,BookPropertyVisit,"Malaparamba, Kozhikode, Kerala",Apartments,2,2
WE PROVIDED RENT VILLA APARTMENT CALICUT,1746309356,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Arayedathupalam', 'WE PROVIDED RENT VILLA APARTMENT CALICUT']","{'amount': '20,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/ah7bxexnuak51-IN/image;s=850x0,We provided rent buy sell and lease properties in calicut,GREENVILLA,"Arayedathupalam, Kozhikode, Kerala",Houses & Villas,3,3
Fully furnished Branded Flat for rent @ thondayad,1760473097,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'Fully furnished Branded Flat for rent @ thondayad']","{'amount': '24,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/ybotwh4el5j4-IN/image;s=850x0,24*7 security guard CCTV etc gated community fully furnished ac TV fridge washing machine etc,Sunil Kc,"Thondayad, Kozhikode, Kerala",Builder Floors,3,3
"UP STAIR FOR RENT,GOVINDAPURAM,CALICUT",1652386314,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Govindapuram', 'UP STAIR FOR RENT,GOVINDAPURAM,CALICUT']","{'amount': '10,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/6xe8tfr8ze9k3-IN/image;s=850x0,"TWO BEDROOM,TWO BATHROOM,HALL,KITCHEN,SMALL CAR PARKING,GOOD KWA WATER",PARUDEESA PROPERTY,"Govindapuram, Kozhikode, Kerala",Houses & Villas,2,2
2BHK semi furnished Flat for Rent near Meenchanda,1774721554,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '2BHK semi furnished Flat for Rent near Meenchanda']","{'amount': '24,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/d41k2lq4ur522-IN/image;s=850x0,"2 BHK semi furnished Flat for Rent near Meenchda bye pass within 2 kms Mims hospital.LULU Mall, schools...etc",Ramesh,"Thondayad, Kozhikode, Kerala",Apartments,2,2
2BHK SEMI FURNISHED NEAR ERANHIPALAM,1771315746,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Eranhipalam', '2BHK SEMI FURNISHED NEAR ERANHIPALAM']","{'amount': '20,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/h10n0wl86u4e3-IN/image;s=850x0,2BHK SEMI FURNISHED NEAR ERANHIPALAM,GREENVILLA,"Eranhipalam, Kozhikode, Kerala",Houses & Villas,2,2
House for rent,1775491454,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Kannanchery', 'House for rent']","{'amount': '8,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/b8bmp5w2btax-IN/image;s=850x0,House for rent near town ,Aman,"Kannanchery, Kozhikode, Kerala",Apartments,1,2
2bhk upstair.Students/ladies bachlors. Chevayur.,1774805377,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Chevayoor', '2bhk upstair.Students/ladies bachlors. Chevayur.']","{'amount': '13,500', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/5amdnmjh8kbm1-IN/image;s=850x0,2bhk upstair.For family/bachlors/ladies. Chevayur.only Small car parking. 4km Hilite&cyberpark palazhi.5km calicut town. 1 km medical colege.,Jithu,"Chevayoor, Kozhikode, Kerala",Houses & Villas,2,2
Karikkam kulam 2 BHK house for rent only for family,1774942165,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Karaparamba', 'Karikkam kulam 2 BHK house for rent only for family']","{'amount': '10,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/8p7e47zpeey4-IN/image;s=850x0,Karikkamkulam 2 BHK house for rent ,96456575I6,"Karaparamba, Kozhikode, Kerala",Houses & Villas,0,2
First Floor for Rent near Pottammal,1773367506,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Pottammal', 'First Floor for Rent near Pottammal']","{'amount': '14,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/pjeoahwa44gc2-IN/image;s=850x0,"This is an Individual House with surrounding wall and gate. Ground floor occupied by a family. First floor for rent. Separate entrance for first floor, separate electricity meter for first floor. One car park and scooter parking. Well water and Corporation water available. One big front lobby, drawing cum dining room, 2 attached bed rooms, Kitchen, Store and grilled work area is available. Exact location is just 150 meters from Methottuthazham junction which is 1 km from Cyber park and Hilite Mall. 3kms to Kozhikode Medical college and 4 kms to Baby Memorial hospital. It is a non flood area and sufficient water in well in summer. Market just 150 meters at the junction. Main bus stop at the junction all conveyance 24/7/365 available.",Unnikrishnan Vallikkat Moosalathodi,"Pottammal, Kozhikode, Kerala",Houses & Villas,2,2
Fully furnished Branded Flat for rent @mankavu,1762932192,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Mankavu', 'Fully furnished Branded Flat for rent @mankavu']","{'amount': '25,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/z13ors4zygby1-IN/image;s=850x0,Fully furnished flat @ mankavu near Lulu mall,Sunil Kc,"Mankavu, Kozhikode, Kerala",Builder Floors,2,2
Villa for Rent Near Kannur Airport,1742467680,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Ancharakandy', 'For Rent: Houses & Apartments in Muzhappala', 'Villa for Rent Near Kannur Airport']","{'amount': '18,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/0zad3qoqlor81-IN/image;s=850x0,1750 sq feet Fully Furnished Villa for Rent schools Hospitals  super  markets near by  Chakkarakkal  Chalode Road,mohan840,"Muzhappala, Ancharakandy, Kerala",Houses & Villas,3,2
"Semi Furnished Flat For Rent at Karaparamba, Calicut ( RP)",1774972694,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Karaparamba', 'Semi Furnished Flat For Rent at Karaparamba, Calicut ( RP)']","{'amount': '36,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/srgfgo9mbh19-IN/image;s=850x0,Are you looking for a Flat ?,Big Deals,"Karaparamba, Kozhikode, Kerala",Apartments,3,3
2bhk Semi furnished Apartment For Rent at Thondayad,1768446491,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '2bhk Semi furnished Apartment For Rent at Thondayad']","{'amount': '17,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/sczgmy0we6a91-IN/image;s=850x0,2 bhk Semifurnished Apartment For Rent At Thondayad ,Endless properties,"Thondayad, Kozhikode, Kerala",Apartments,2,2
2 bhk attached 1 st floor sarovarm bio park,1775159420,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Eranhipalam', '2 bhk attached 1 st floor sarovarm bio park']","{'amount': '20,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/h5pq0oi4c0271-IN/image;s=850x0,2 bedroom attached hall kitchen work area good ground open water well all vehicles acess road frontage just 1.50 km Calicut city more details plz send what's app & call,Real Peace Properties,"Eranhipalam, Kozhikode, Kerala",Houses & Villas,2,2
"Lease house, Karaparamba krishnan nair road. 3BHK asking 11 lakh",1775004754,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Karaparamba', 'Lease house, Karaparamba krishnan nair road. 3BHK asking 11 lakh']","{'amount': '11,00,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/lkjcxrl0o6hz1-IN/image;s=850x0,Lease house Karaparamba krishnan nair road. 3bed rooms attached. Living and dining room kitchen car parking facility asking 11 lakh  (negotiable),Sunilkumar,"Karaparamba, Kozhikode, Kerala",Houses & Villas,3,3
Semi Furnished 3 bhk flat near chevayur 'medical college,1758746170,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Chevayoor', ""Semi Furnished 3 bhk flat near chevayur 'medical college""]","{'amount': '21,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/joobfzccnjw11-IN/image;s=850x0,Semi Furnished 3 bhk flat near chevayur 'medical college,Muneer..,"Chevayoor, Kozhikode, Kerala",Apartments,3,3
Upstair portion for rent ganthiroad.rent 25000/- adv 80000/-,1775015868,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Vellayil', 'Upstair portion for rent ganthiroad.rent 25000/- adv 80000/-']","{'amount': '25,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/fzfz0ho14xwr-IN/image;s=850x0,"Upstair portion for rent ganthiroad.rent 25000/- adv 80000/- 2 attached bed.family, ladies, batchilors allowed",Arun,"Vellayil, Kozhikode, Kerala",Houses & Villas,2,2
